time	conversion	overall_conversion
9277.1	0.784823	0.784823
9287.1	0.784972	0.784972
9297.1	0.785119	0.785119
9307.11	0.785264	0.785264
9317.11	0.785412	0.785412
9327.11	0.785555	0.785555
9337.11	0.785702	0.785702
9347.11	0.785849	0.785849
9357.11	0.785993	0.785993
9367.11	0.786136	0.786136
9377.11	0.786281	0.786281
9387.12	0.786426	0.786426
9397.12	0.78657	0.78657
9407.12	0.786716	0.786716
9417.12	0.78686	0.78686
9427.12	0.787004	0.787004
9437.12	0.787145	0.787145
9447.12	0.787287	0.787287
9457.12	0.78743	0.78743
9467.12	0.787575	0.787575
9477.13	0.787714	0.787714
9487.13	0.787856	0.787856
9497.13	0.787998	0.787998
9507.13	0.788138	0.788138
9517.13	0.788274	0.788274
9527.13	0.788413	0.788413
9537.13	0.788555	0.788555
9547.13	0.788693	0.788693
9557.13	0.788833	0.788833
9567.13	0.788973	0.788973
9577.14	0.789107	0.789107
9587.14	0.789244	0.789244
9597.14	0.789383	0.789383
9607.14	0.789521	0.789521
9617.14	0.789657	0.789657
9627.14	0.789796	0.789796
9637.15	0.789931	0.789931
9647.15	0.790065	0.790065
9657.15	0.790199	0.790199
9667.15	0.790333	0.790333
9677.15	0.79047	0.79047
9687.15	0.790603	0.790603
9697.15	0.790737	0.790737
9707.16	0.79087	0.79087
9717.16	0.791006	0.791006
9727.16	0.79114	0.79114
9737.16	0.791272	0.791272
9747.16	0.791401	0.791401
9757.16	0.791536	0.791536
9767.16	0.791669	0.791669
9777.17	0.791802	0.791802
9787.17	0.791936	0.791936
9797.17	0.792068	0.792068
9807.17	0.7922	0.7922
9817.17	0.792333	0.792333
9827.17	0.792465	0.792465
9837.17	0.792595	0.792595
9847.17	0.792723	0.792723
9857.17	0.79285	0.79285
9867.17	0.792978	0.792978
9877.17	0.793107	0.793107
9887.18	0.793236	0.793236
9897.18	0.793366	0.793366
9907.18	0.793494	0.793494
9917.18	0.793622	0.793622
9927.18	0.79375	0.79375
9937.18	0.793877	0.793877
9947.18	0.794005	0.794005
9957.18	0.794133	0.794133
9967.18	0.794258	0.794258
9977.18	0.794384	0.794384
9987.19	0.794511	0.794511
9997.19	0.794636	0.794636
10007.2	0.794763	0.794763
10017.2	0.79489	0.79489
10027.2	0.795014	0.795014
10037.2	0.795136	0.795136
10047.2	0.795261	0.795261
10057.2	0.795383	0.795383
10067.2	0.795506	0.795506
10077.2	0.795631	0.795631
10087.2	0.795753	0.795753
10097.2	0.795874	0.795874
10107.2	0.795997	0.795997
10117.2	0.796118	0.796118
10127.2	0.796242	0.796242
10137.2	0.796363	0.796363
10147.2	0.796484	0.796484
10157.2	0.796605	0.796605
10167.2	0.796725	0.796725
10177.2	0.796844	0.796844
10187.2	0.796965	0.796965
10197.2	0.797089	0.797089
10207.2	0.797207	0.797207
10217.2	0.797326	0.797326
10227.2	0.797444	0.797444
10237.2	0.797564	0.797564
10247.2	0.797684	0.797684
10257.2	0.797802	0.797802
10267.2	0.797922	0.797922
10277.2	0.79804	0.79804
10287.2	0.798157	0.798157
10297.2	0.798273	0.798273
10307.2	0.798391	0.798391
10317.2	0.798507	0.798507
10327.2	0.79862	0.79862
10337.2	0.798739	0.798739
10347.2	0.798855	0.798855
10357.2	0.798972	0.798972
10367.2	0.799088	0.799088
10377.2	0.799205	0.799205
10387.2	0.799318	0.799318
10397.2	0.799432	0.799432
10407.2	0.799544	0.799544
10417.2	0.799659	0.799659
10427.2	0.799774	0.799774
10437.3	0.79989	0.79989
